235 0.11651 0.0275
236 0.11633 0.02752
237 0.11616 0.02754
238 0.11598 0.02756
239 0.11581 0.02758
240 0.11564 0.0276
241 0.11547 0.02762
242 0.1153 0.02764
243 0.11513 0.02766
244 0.11496 0.02768
245 0.11479 0.0277
246 0.11463 0.02772
247 0.11446 0.02774
248 0.1143 0.02776
249 0.11413 0.02778
250 0.11397 0.0278
251 0.11381 0.02782
252 0.11365 0.02784
253 0.11349 0.02786
254 0.11333 0.02788
255 0.11317 0.0279
256 0.11301 0.02792
257 0.11285 0.02794
258 0.1127 0.02796
259 0.11254 0.02798
260 0.11239 0.028
261 0.11223 0.02802
262 0.11208 0.02804
263 0.11193 0.02805
264 0.11178 0.02807
265 0.11163 0.02809
266 0.11148 0.02811
267 0.11133 0.02813
268 0.11118 0.02815
269 0.11103 0.02817
270 0.11089 0.02819
271 0.11074 0.0282
272 0.11059 0.02822
273 0.11045 0.02824
274 0.11031 0.02826
275 0.11016 0.02828
276 0.11002 0.0283
277 0.10988 0.02832
278 0.10974 0.02833
279 0.1096 0.02835
280 0.10946 0.02837
281 0.10932 0.02839
282 0.10918 0.02841
283 0.10904 0.02842
284 0.10891 0.02844
285 0.10877 0.02846
286 0.10863 0.02848
287 0.1085 0.02849
288 0.10836 0.02851
289 0.10823 0.02853
290 0.1081 0.02855
291 0.10797 0.02856
292 0.10783 0.02858
293 0.1077 0.0286
294 0.10757 0.02862
295 0.10744 0.02863
296 0.10731 0.02865
297 0.10718 0.02867
298 0.10705 0.02869
299 0.10693 0.0287
300 0.1068 0.02872
